ID,countries,Announcement Date,Type of Aid General,Type of Aid Specific,Explanation,Monetary Value as Given by Source,Original Currency,Item,Type of item,Soviet origin (1),No. of Units,No. of Units delivered (in-kind military aid),Unit Price in USD,"Value committed (own estimate, in USD)","Value delivered (own estimate, in USD)",Total ,Converted Value in EUR,Total monetary value delivered in EUR,Official Source,Source of Aid 1,Source of Aid 2,Source of Aid 3,Source of Aid 4,Bilateral loan/grant made through IMF or WB?,Updated/newly added entry,Source for Delivery,,,,,,,,,,,,,,,
LTM2,Lithuania,23/3/2022,Military,Military Equipment,"The Lithuanian President announced the provision of at least 10 million EUR in additional military aid to Ukraine, including night vision devices and anti-drone weapons.","10,000,000",EUR,night vision device,1.0,0,undisclosed,undisclosed,7600,.,.,"10,000,000","10,000,000","10,000,000",No,https://www.lrt.lt/en/news-in-english/19/1652048/lithuania-to-provide-eur10m-in-military-aid-to-ukraine,https://www.teletrader.com/lithuania-to-give-ukraine-10m-in-military-aid/news/details/57547008?internal=1&ts=1650527739811,.,.,0,0,https://www.france24.com/en/live-news/20220601-arms-for-ukraine-who-has-sent-what,,,,,,,,,,,,,,,
,,,,,,,,anti-drone weapon,3.0,0,undisclosed,undisclosed,.,.,.,,,,,,,,,,,https://www.france24.com/en/live-news/20220601-arms-for-ukraine-who-has-sent-what,,,,,,,,,,,,,,,
LTM3,Lithuania,21/4/2022,Military,Weapons,"The Lithuanian defense minister states that among the weapons sent to Ukraine heavy mortars to Ukraine. Even though the minister did not disclose a specific number, it was reported that the overall cost for this military assistance is worth ""tens of millions"" EUR, but a more detailed quantification is not possible. However, as the minister stated on April 26 that the total military aid Lithuania had provided until that date is worth 100 million (""Source of Aid 3""), we can subtract from this value the values for LTM1 (29 million EUR) and LTM2 (10 million EUR) and can apply a value fof 61 million EUR to correctly reflect the total military aid provided by Lithuania.",Not given,EUR,mortar,2.0,0,undisclosed,undisclosed,.,.,.,.,.,.,No,https://news.az/news/lithuania-supplies-another-batch-of-weapons-to-ukraine,https://www.txtreport.com/news/2022-04-21-lithuania-has-provided-ukraine-with-large-mortars.Sk8DYtC45.html,https://www.armyrecognition.com/defense_news_may_2022_global_security_army_industry/lithuania_prepares_a_shipment_of_20_m113_tracked_apcs_to_ukraine.html,.,0,0,https://www.france24.com/en/live-news/20220601-arms-for-ukraine-who-has-sent-what,,,,,,,,,,,,,,,
LTM4,Lithuania,25/5/2022,Military,Military Equipment,"Lithuania announced to provide military equipment, worth about 15.5 million EUR. ""Source of Aid 4"" mentions that this package would bring the total value of Lithuania's military aid to 115 million EUR, which corresponds to the sum of LTM1 - LTM4.","15,500,000",EUR,M113 armored personnel carrier,4.0,0,20,20,300000,"6,000,000","6,000,000","15,500,000","15,500,000","6,000,000",No,https://interfax.com/newsroom/top-stories/79528/,https://www.lrt.lt/en/news-in-english/19/1702086/lithuania-to-hand-over-eur15-5-million-worth-of-armoured-vehicles-trucks-suvs-to-ukraine,https://twitter.com/Lithuanian_MoD/status/1529371608766468097?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1529371608766468097%7Ctwgr%5E%7Ctwcon%5Es1_&ref_url=https%3A%2F%2Fwww.republicworld.com%2Fworld-news%2Frussia-ukraine-crisis%2Frussia-ukraine-war-lithuania-to-send-armoured-personnel-carriers-in-military-aid-to-kyiv-articleshow.html,https://www.lrt.lt/en/news-in-english/19/1702318/lithuania-among-top-15-of-ukraine-s-military-donors-mp,0,0,https://twitter.com/UAWeapons/status/1530575142115495937,,,,,,,,,,,,,,,
,,,,,,,,armored vehicle,1.0,0,10,.,60000,"600,000",.,,,,,,,,,,,.,,,,,,,,,,,,,,,
,,,,,,,,off-road vehicle for demining operations,1.0,0,10,.,32000,"320,000",.,,,,,,,,,,,.,,,,,,,,,,,,,,,
LTH1,Lithuania,23/2/2022,Humanitarian,Equipment and Assistance,Shipment of first necessity items and equipment. The donations fall within the framework of the EU Civil Protection Mechanism (EUCPM). No further information regarding the shipment has been disclosed. ,"1,800,000",EUR,.,.,.,.,.,.,.,.,"1,800,000","1,800,000",.,Yes ,https://lrv.lt/en/news/lithuania-allocates-1-8-mln-euro-worth-aid-to-ukraine?msclkid=2f9d4bd4b05c11ecbef1f3a571834d09,.,.,.,0,0,.,,,,,,,,,,,,,,,
LTH2,Lithuania,28/2/2022,Humanitarian,Equipment,"The Lithuanian government approved a medical aid package to Ukraine worth 4 million EUR. According to ""Source of Aid 1"", it includes ""medication, face masks, surgical kits, bandages, surgery gowns, various kits to stop bleeding and treat bone fractures, as well as burn wounds"". Particular amounts remain undisclosed.","4,000,000",EUR,.,.,.,.,.,.,.,.,"4,000,000","4,000,000",.,No,https://www.lrt.lt/en/news-in-english/19/1628536/lithuania-to-send-eur4-million-medical-military-assistance-to-ukraine,.,.,.,0,0,.,,,,,,,,,,,,,,,
LTH3,Lithuania,until 4/9/2022,Humanitarian,Assistance,"According to ""Source of Aid 1"", Lithuania expressed that it sent in-kind humanitarian and financial assistance worth 40 million EUR. Since no further information is provided, we include the total sum to avoid underestimating the true support. However, we take into account LTH1 and LTH2, and substract it from the mentioned aggregate sum (40-4-1.8=34.2).","34,200,000",EUR,.,.,.,.,.,.,.,.,"34,200,000","34,200,000",.,No,https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report/,.,.,.,0,0,.,,,,,,,,,,,,,,,
LTH4,Lithuania,5/5/2022,Humanitarian,Assistance,"During the High-Level International Donor's Conference for Ukraine on May 5, 2022, Lithuania announced to provide additional 2 million EUR to support internally displaced people in Ukraine (01:44:52 in ""Source of Aid 1"").","2,000,000",EUR,.,.,.,.,.,.,.,.,"2,000,000","2,000,000",.,Yes ,https://www.youtube.com/watch?v=vzENx6dTpqY,.,.,.,0,0,.,,,,,,,,,,,,,,,
LTF1,Lithuania,7/3/2022,Financial,Grant,"Together with Iceland and Latvia, Lithuania has contributed 12 million EUR to the Multi Donor Trust Fund set up by the World Bank to facilitate financial support to the Ukraine. Latvia contributed 5 million EUR through this vehicle (LVF1). We attribute another 5 million EUR to Lithuania (see ""Source of Aid 2""). The contribution is part of the Emergency Financing Package established by the World Bank thats amounts to 723 million USD in total. Other countries have contributed to this Emergency Financing Package: the Netherlands with 89 million USD, Sweden with 50 million USD, the United Kingdom with 100 million USD, Denmark with 22 million USD, Latvia + Lithuania + Iceland with 12 million USD and Japan with 100 million USD.","5,000,000",EUR,.,.,.,.,.,.,.,.,"5,000,000","5,000,000",.,Yes ,https://www.worldbank.org/en/news/press-release/2022/03/07/world-bank-mobilizes-an-emergency-financing-package-of-over-700-million-for-ukraine,https://mof.gov.ua/en/news/ukraines_state_budget_financing_since_the_beginning_of_the_full-scale_war-3435,.,.,1,0,.,,,,,,,,,,,,,,,
LUM1,Luxembourg,28/2/2022,Military,Weapons and equipment,"Following ""Source of Aid 1"", Luxembourg's defense minister stated on April 25 that the country has provided 50 million EUR in military and financial support to Ukraine until this date. As the government does not provide a detailed breakdown of the total amount (see ""Source of Aid 1""), we report the total as military support. Here, we list the two announcements that belong to this 50 million EUR package. First, on February 28 it was announced that Luxembourg would send lethal weapons and equipment. We do not include the military equipment provided to NATO since this is not a direct flow into Ukraine (i.e. not a sovereign-to-sovereign flow). For the same reson, we do not include Luxembourg's contribution to the European funding of 250 million EUR, which refers probably to the EU Civil Protection Mechanism (see ""Source of Aid 2"" and ""Source of Aid 3"" of the package from February 28). Second, the minister of defense stated on March 28 that Luxembourg sent more than what is listed above, including protective vests and gas masks.","50,000,000",EUR,military tent,1.0,0,15,15,65,975,975,"50,000,000","50,000,000","50,000,000",Yes,https://delano.lu/article/luxembourg-gives-50m-in-milita,https://gouvernement.lu/en/actualites/toutes_actualites/communiques/2022/02-fevrier/28-bausch-ukraine.html,https://delano.lu/article/zelenskyy-thanks-luxembourg-fo,.,0,0,https://delano.lu/article/luxembourg-delivering-substant,,,,,,,,,,,,,,,
,,,,,,,,NLAW anti-tank weapon,3.0,0,100,100,33000,"3,300,000","3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Jeep Wrangler 4x4,1.0,0,undisclosed,undisclosed,32000,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,28/3/2022,,,,,,ballistic vest,1.0,0,undisclosed,undisclosed,500,.,.,,,,No,,https://delano.lu/article/luxembourg-delivering-substant,.,.,,,,,,,,,,,,,,,,,,
,,,,,,,,gas mask,1.0,0,undisclosed,undisclosed,63,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
LUH1,Luxembourg,until 5/5/2022,Humanitarian,Equipment,"According to the statement of the Prime Minister as of May 5 (see 2:17:20 in ""Source of Aid 1""), Luxembourg had until that date contributed 3 million EUR in humanitarian aid to Ukraine. Being part of it, we report for Luxembourg a a delivery containing medical and technical equipment as of February 28 (""Source of Aid 2""). This assistance falls within the framework of the EU Civil Protection Mechanism (EUCPM). No further information regarding the shipment has been disclosed.","3,000,000",EUR,.,.,.,.,.,.,.,.,"3,000,000","3,000,000",.,Yes ,https://www.youtube.com/watch?v=A1nTsblXabc,https://gouvernement.lu/en/actualites/toutes_actualites/communiques/2022/02-fevrier/28-bofferding-ucpm.html,.,.,0,0,.,,,,,,,,,,,,,,,
LUH2,Luxembourg,16/3/2022,Humanitarian,Equipment,"""Source of Aid 1"" indicates that Luxembourg sent material contributions, namely 50 tons of fire-fighting equipment and medical supplies and medicines. Note that we do not count the mentioned assistance of 2.8 million in ""Source of Aid 1"", because this is devoted to multilateral organizations. The Prime Minister reiterated this aid within his statement, as of May 5 (""Source of Aid 2"", 2:17:20). ",Not given,.,ton of fire-fighting equipment,0.0,0,50,.,.,.,.,.,.,.,Yes,https://today.rtl.lu/news/luxembourg/a/1881929.html,https://www.youtube.com/watch?v=A1nTsblXabc,.,.,0,0,.,,,,,,,,,,,,,,,
LUH3,Luxembourg,5/5/2022,Humanitarian,Assistance,"Luxembourg increased its humanitarian efforts with 1 million EUR ""with a focus on children's safety"" (see 2:17:40 in ""Source of Aid 1"").","1,000,000",EUR,.,.,.,.,.,.,.,.,"1,000,000","1,000,000",.,Yes,https://www.youtube.com/watch?v=A1nTsblXabc,.,.,.,0,0,.,,,,,,,,,,,,,,,
MTH1,Malta,25/2/2022,Humanitarian,Assistance,"The government announced a dispatchement of humanitarian assistance (without providing further information) through the EU Civil Protection Mechanism. ""Source of Aid 2"" specifies that the aid includes medical supplies. However, it does not provide sufficient information to estimate its total monetary value.",Not given,.,.,.,.,.,.,.,.,.,.,.,.,No,https://www.independent.com.mt/articles/2022-02-25/local-news/Malta-to-send-humanitarian-aid-to-Ukrainian-people-6736240942,https://www.maltatoday.com.mt/news/national/115195/malta_will_give_medical_supplies_to_ukraine_as_eu_leaders_agree_on_sanctions#.YmFaPo_P2Uk,.,.,0,0,.,,,,,,,,,,,,,,,
MTH2,Malta,11/3/2022,Humanitarian,Equipment,"Six large containers with medicines and medical equipment with a value of 1.15 million EUR, delivered through a coordinated national effort between the Ministry for Foreign and European Affairs and the Ministry for Home Affairs, National Security and Law Enforcement. Efforts are being coordinated by the Civil Protection Department. ","1,150,000",EUR,.,.,.,.,.,.,.,.,"1,150,000","1,150,000",.,Yes,https://foreignandeu.gov.mt/en/Government/Press%20Releases/Pages/The-Government-of-Malta-is-committed-to-providing-official-aid-to-address-the-humanitarian-needs-of-the-people-of-Ukraine.aspx,https://www.independent.com.mt/articles/2022-02-25/local-news/Malta-to-send-humanitarian-aid-to-Ukrainian-people-6736240942,.,.,0,0,.,,,,,,,,,,,,,,,
NLM1,Netherlands,18/2/2022,Military,Weapons and equipment,"Military equipment, equipment for protection (such as helmets, vests, detectors and radar systems) and lethal weapons such as rifles and ammunitions. ""Source of Aid 3"" mentions that the Minister of Foreign Affairs quantifies this package to about 7.4 million EUR. This delivery is part of the total military aid by the Netherlands until March 31, amounting to 50 million EUR (""Source of Aid 1"").","50,000,000",EUR,helmet,1.0,0,3000,3000,1400,"4,200,000","4,200,000","50,000,000","50,000,000","50,000,000",Yes,https://english.defensie.nl/latest/news/2022/04/06/a-look-at-the-defence-news-28-march---3-april,https://www.government.nl/topics/russia-and-ukraine/news/2022/02/18/the-netherlands-intends-to-supply-military-goods-to-ukraine,https://www.volkskrant.nl/nieuws-achtergrond/nederland-levert-militaire-goederen-en-wapens-aan-oekraine-ter-waarde-van-7-4-miljoen-euro~be2a2004/?referrer=https%3A%2F%2Fen.wikipedia.org%2F,https://www.news18.com/news/world/ukraine-asks-for-military-aid-from-world-netherlands-us-among-25-countries-to-provide-support-4814291.html,0,0,https://english.defensie.nl/latest/news/2022/04/06/a-look-at-the-defence-news-28-march---3-april,,,,,,,,,,,,,,,
,,,,,,,,ballistic vest,1.0,0,2000,2000,500,"1,000,000","1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,metal detector,1.0,0,30,30,1200,"36,000","36,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,wire-guided detection robots for land and sea mine detection,1.0,0,2,2,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ground surveillance radar system,1.0,0,2,2,25000,"50,000","50,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,weapon locating radar system,1.0,0,5,5,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,sniper rifle,2.0,0,100,100,8900,"890,000","890,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,round of ammunition for sniper rifles,2.5,0,30000,30000,1,"19,500","19,500",,,,,,,,,,,,,,,,,,,,,,,,,,
,,26/2/2022,,Weapons and equipment,"Lethal weapons. This delivery is part of the total military aid by the Netherlands until March 31, amounting to 50 million EUR (""Source of Aid 1""). We don't include the Dutch contribution to NATO, since it's not a direct flow to Ukraine and not a sovereign-to-sovereign donation. ",,,Stinger anti-aircraft system,3.0,0,50,50,119000,"5,950,000","5,950,000",,,,Yes ,,https://www.defensie.nl/actueel/nieuws/2022/02/26/ook-antitankwapens-van-nederland-naar-oekraine,https://www.rijksoverheid.nl/documenten/kamerstukken/2022/02/27/kamerbrief-update-afgifte-vergunning-voor-de-export-van-militaire-goederen-aan-oekraine,https://www.aljazeera.com/news/2022/2/26/germany-approves-delivery-of-rpgs-from-netherlands-to-ukraine,,,,,,,,,,,,,,,,,,
,,,,,,,,Stinger missile,3.5,0,200,200,119000,"23,800,000","23,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Panzerfaust 3,3.0,0,50,50,10000,"500,000","500,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,missile for Panzerfaust 3,3.5,0,400,400,250,"100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,16/3/2022,,Weapons,"On March 16, the Defence Minister announced that the Netherlands are going to provide additional weapons (""Source of Aid 2""). However, no further information was given. This delivery is part of the total military aid by the Netherlands until March 31, amounting to 50 million EUR (""Source of Aid 1"").",,,.,.,.,.,,.,.,.,,,,Yes,,https://www.reuters.com/world/europe/dutch-others-will-continue-deliver-weapons-ukraine-dutch-minister-2022-03-16/,.,,,,,,,,,,,,,,,,,,,
,,19/4/2022,,Military Equipment,"The Netherlands announced to send, in addition to howitzers (see ""NLM2"") to send armored vehicles (""Source of Aid 2""). ""Source of Aid 3"" specifies that it is about YPR-765 infantry vehicles. And as we can track the delivery of them until June 7, they are part of the total military aid provided until June 9, amounting to 130.4 million EUR.",,, YPR-765 infantry vehicle,4.0,0,undisclosed,undisclosed,.,.,.,,,,,,https://twitter.com/MinPres/status/1516393082148773892,https://www.oryxspioenkop.com/2022/04/beyond-call-dutch-arms-deliveries-to.html,.,,,https://defence-blog.com/dutch-ypr-765-infantry-vehicles-arrived-in-ukraine/,,,,,,,,,,,,,,,
,,until 6/9/2022,,Military Equipment,"It was reported that the Netherlands have provided Ukraine with an undisclosed amount of drones. Moreover, as clarified by ""Source of Aid 2"", this has not included armed drones.",,,drone,5.0,0,undisclosed,undisclosed,.,.,.,,,,,,https://nos.nl/artikel/2432074-nederland-levert-ook-drones-aan-oekraine-per-ongeluk-bekend-geworden,.,.,,,,,,,,,,,,,,,,,,
NLM2,Netherlands,19/4/2022,Military,Weapons,"""Source of Aid 1"" states that the Netherlands planned to send heavy weapons on April 19, without specifying further information. On April 20, Bloomberg reported that the Netherlands are sending some of its Panzerhaubitze 2000 long-range armored howitzers to Ukraine. ""Source of Aid 3"" (as of April 25) indicates the shipment of five 155mm Howitzers. Moreover, the Netherlands are going to send armored fighting vehicles (undisclosed amount).",Not given,USD,Panzerhaubitze 2000,4.0,0,5,5,4500000,"22,500,000","22,500,000","22,500,000","21,306,818","21,306,818",Yes,https://twitter.com/MinPres/status/1516393082148773892,https://www.forbes.com/sites/sebastienroblin/2022/04/21/the-dutch-are-sending-huge-german-armored-howitzers-to-ukraine/?sh=6c70196f9380,https://www.oryxspioenkop.com/2022/04/beyond-call-dutch-arms-deliveries-to.html,.,0,0,https://twitter.com/oleksiireznikov/status/1539234531764486149,,,,,,,,,,,,,,,
,,,,,,,, YPR-765 infantry vehicle,4.0,0,undisclosed,undisclosed,334029,.,.,,,,,,,,,,,https://defence-blog.com/dutch-ypr-765-infantry-vehicles-arrived-in-ukraine/,,,,,,,,,,,,,,,
NLM3,Netherlands,16/6/2022,Military,Weapons,"As reported by the British Minister of Defence, the Netherlands announced to support Ukraine with anti-ship rockets, namely Harpoon missiles. No further information regarding the amount was disclosed.",Not given ,USD,Harpoon coastal defense missile,4.5,0,undisclosed,.,1406812,.,.,.,.,.,No,https://nltimes.nl/2022/06/16/netherlands-give-ukraine-anti-ship-rockets,https://www.defencetalk.com/uk-to-deliver-rocket-launchers-to-ukraine-soon-defence-secretary-78981/,,,0,1,.,,,,,,,,,,,,,,,
NLM4,Netherlands,28/6/2022,Military,Weapons,"In a common statement together with the German Minister, the Dutch Minister of Defence announced to provide together with Germany in total six additional Panzerhaubitze 2000, three by each of the both countries.",Not given,USD,Panzerhaubitze 2000,4.0,0,3,.,4500000,"13,500,000",.,"13,500,000","12,784,091",.,Yes,https://nextcloud.auf.bundeswehr.de/s/AqqWmDg3m5kxg5o,https://www.reuters.com/world/europe/germany-netherlands-supply-six-more-howitzers-kyiv-2022-06-28/,https://www.dw.com/en/germany-netherlands-promise-additional-howitzers-to-ukraine/a-62294789,.,0,1,,,,,,,,,,,,,,,,
NLH1,Netherlands,7/3/2022,Humanitarian,Assistance,"Emergency assistance worth 15 million EUR. ""Source of Aid 1"" and ""Source of Aid 2"" list also other aid packages directed to or offered by international organizations and, thus, not reported in our main dataset. We don't report the 20 million EUR given to the United Nations, the aid provided by the Dutch Relief Alliance (DRA) amounting to  2.5 million EUR, the 1 million EUR provided to the United Nation's Office of the High Commissioner for Human Rights (OHCHR), the 1 million EUR fund established for the defense of human rights, the aid provided by the UN Central Emergency Fund nor by the World Health Organization's Contingency Fund for Emergencies (CFE).","15,000,000",EUR,.,.,.,.,.,.,.,.,"15,000,000","15,000,000",.,Yes ,"https://www.government.nl/topics/russia-and-ukraine/dutch-aid-for-ukraine#:~:text=Humanitarian%20aid%20for%20Ukraine%20The%20Netherlands%20is%20supporting,available%20for%20victims%20of%20the%20war%20in%20Ukraine.?msclkid=75995df0b05d11eca834a0801d91bf9b",https://www.vindobona.org/article/attack-on-ukraine-austria-extends-aid-from-foreign-disaster-fund-to-a-total-of-17-5-million-euros,.,.,0,0,.,,,,,,,,,,,,,,,
NLH2,Netherlands,since 2/24/2022,Humanitarian,Assistance,"Support of the work of the Red Cross in Ukraine and in neighboring countries where refugees are fleeing to. Since it is not possible to differentiate the sum dispatched to Ukraine from the sum dispatched to the neighboring countries, we include the total sum of 1.5 million EUR (following our upper value rule). ""Source of Aid 1"" lists also other aid packages directed to or offered by international organizations and, thus, not reported in our main dataset (for further information, refer to the explanation of NLH1).","1,500,000",EUR,.,.,.,.,.,.,.,.,"1,500,000","1,500,000",.,Yes ,"https://www.government.nl/topics/russia-and-ukraine/dutch-aid-for-ukraine#:~:text=Humanitarian%20aid%20for%20Ukraine%20The%20Netherlands%20is%20supporting,available%20for%20victims%20of%20the%20war%20in%20Ukraine.?msclkid=75995df0b05d11eca834a0801d91bf9b",.,.,.,0,0,.,,,,,,,,,,,,,,,
NLH3,Netherlands,2/3/2022,Humanitarian,Equipment,"Medical supplies and equipment. Donations from the private sector are not included in our dataset, since they are no a sovereign-to-sovereign flow.",Not given ,USD,gloves,0.0,0,10000,,0,"1,500",.,"2,014,000","1,907,197",.,No,https://netherlandsnewslive.com/the-netherlands-supplies-medicines-and-medical-supplies-to-ukraine/373516/,.,.,.,0,0,.,,,,,,,,,,,,,,,
,,,,,,,,coat,0.0,0,10000,,200,"2,000,000",.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,mouth mask,0.0,0,50000,,0,"12,500",.,,,,,,,,,,,,,,,,,,,,,,,,,,
NLH4,Netherlands,5/5/2022,Humanitarian,Equipment,"Prime Minister Rutte stated that the Netherlands is going to provide 5 million EUR of fuel (no quantity specified, see NLH5) and furthermore, 17 ambulances (see 2:15:30, ""Source of Aid 1"").",Not given,USD,ambulance H,0.0,0,17,,220000,"3,740,000",.,"3,740,000","3,541,667",.,Yes ,https://www.youtube.com/watch?v=A1nTsblXabc,.,.,.,0,0,.,,,,,,,,,,,,,,,
NLH5,Netherlands,5/5/2022,Humanitarian,Equipment,"Prime Minister Rutte stated that the Netherlands is going to provide 5 million EUR of fuel (no quantity specified) and furthermore, 17 ambulances (see NLH4) (see 2:15:30, ""Source of Aid 1"").","5,000,000",EUR,liter of fuel H,0.0,0,undisclosed,,1,.,.,"5,000,000","5,000,000",.,Yes ,https://www.youtube.com/watch?v=A1nTsblXabc,.,.,.,0,0,.,,,,,,,,,,,,,,,
NLF1,Netherlands,7/3/2022,Financial,Guarantee,"The Netherlands have contributed 80 million EUR to the ""FREE Ukraine Support Package"". The latter is part of the Emergency Financing Package established by the World Bank and amounting to 723 million USD. Other countries have contributed to Emergency Financing Package: Sweden with 50 million USD, United Kingdom with 100 million USD, Denmark with 22 million USD, Latvia + Lithuania + Iceland with 12 million USD and Japan with 100 million USD.","80,000,000",EUR,.,.,0,.,,.,.,.,"80,000,000","80,000,000",.,Yes ,https://www.worldbank.org/en/news/press-release/2022/03/07/world-bank-mobilizes-an-emergency-financing-package-of-over-700-million-for-ukraine,.,.,.,1,0,.,,,,,,,,,,,,,,,
NZM1,New Zealand,21/3/2022,Military,Military Equipment,"The aid consists of protective equipment (body armor plates, helmets, and camouflage vests) announced in tandem with NZM2.",,USD,ballistic vest,1.0,0,1066,1066,500,"533,000","533,000","1,212,330","1,148,040","1,148,040",Yes,https://www.beehive.govt.nz/release/nz-provide-non-lethal-military-assistance-ukraine,https://www.reuters.com/world/new-zealand-provide-ukraine-with-non-lethal-military-assistance-2022-03-21/,.,.,0,0,https://www.rnz.co.nz/news/national/464762/first-shipment-of-nz-defence-equipment-arrives-to-aid-ukraine,,,,,,,,,,,,,,,
,,,,,,,,helmet,1.0,0,473,473,1400,"662,200","662,200",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,camouflage vest,1.0,0,571,571,30,"17,130","17,130",,,,,,,,,,,,,,,,,,,,,,,,,,
NZM2,New Zealand,03/21/2022,Military,Assistance,"The total sum is attributed to a NATO Trust Fund that provides non-lethal military aid to Ukraine as well as a direct transfer to the Ukrainian army. Since the share going directly to the Ukrainian army remains undisclosed, we consider the total sum in our data. Retroactively, the share going to the NATO trust fund was revealed as being NZD 4.24 million as mentioned in Source of Aid 4. However we still report the whole donation value of NZD 5 million here, as both the donation to the NATO trust fund as well as the direct transfer to the Ukrainian army are considered bilateral military aid.","5,000,000",NZD,.,.,.,.,.,.,.,.,"5,000,000","3,002,462",.,Yes,https://www.mfat.govt.nz/en/countries-and-regions/europe/ukraine/russian-invasion-of-ukraine/,https://www.beehive.govt.nz/release/nz-provide-non-lethal-military-assistance-ukraine,https://www.reuters.com/world/new-zealand-provide-ukraine-with-non-lethal-military-assistance-2022-03-21/,https://www.beehive.govt.nz/release/further-aotearoa-new-zealand-support-ukraine,0,0,.,,,,,,,,,,,,,,,
NZM4,New Zealand,11/4/2022,Military,Military Equipment,Support commercial satellite access for the Ukrainian Defence Intelligence.,"4,100,000",NZD,.,.,.,.,.,.,.,.,"4,100,000","2,462,019",.,Yes,https://www.mfat.govt.nz/en/countries-and-regions/europe/ukraine/russian-invasion-of-ukraine/,https://www.defensenews.com/global/asia-pacific/2022/04/13/new-zealand-bolsters-support-for-ukraine/,https://www.aa.com.tr/en/russia-ukraine-war/new-zealand-announces-13m-additional-aid-for-ukraine/2560551,.,0,0,.,,,,,,,,,,,,,,,
NZM5,New Zealand,11/4/2022,Military,Assistance,"New Zealand contributes financially to a weapons and ammunition procurement fund. The fund is set up by the United Kingdom, but is used as a means to transfer in-kind military donation to Ukraine. Since it is similar to other cases like the EU Civil protection mechanism or the World Bank funds (Donation ID WBF1, WBF2), we include this contribution. ","7,500,000",NZD,.,.,.,.,.,.,.,.,"7,500,000","4,503,693",.,Yes,https://www.mfat.govt.nz/en/countries-and-regions/europe/ukraine/russian-invasion-of-ukraine/,https://www.aa.com.tr/en/russia-ukraine-war/new-zealand-announces-13m-additional-aid-for-ukraine/2560551,,.,0,0,.,,,,,,,,,,,,,,,
NZM6,New Zealand,23/5/2022,Military,Military Equipment,"New Zealand provides approximately 40 gun sights to Ukraine, along with a small quantity of ammunition for training purposes. The gun sights and ammunition are connected to weapons training, that Ukrainian Soldiers receive in the UK, for the L119 105mm light field guns. Source of Aid 1 states that 30 men will be deployed to the United Kingdom to aid in the training of Ukrainian Soldiers for using the L119 Light Field gun.",Not given,USD,gun sight for L119 Light Field gun,1.0,0,40,.,.,.,.,.,.,.,Yes,https://www.beehive.govt.nz/release/nz-provide-additional-deployment-support-ukraine,https://www.stuff.co.nz/national/300597643/new-zealand-soldiers-excited-to-assist-ukraine-with-light-gun-training,.,.,0,0,.,,,,,,,,,,,,,,,
,,,,,,,,105mm light field gun ammunition,4.5,0,undisclosed,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
NZM7,New Zealand,27/6/2022,Military,Assistance,"New Zealand announced to provide NZD 4.5 million to the NATO trust fund to ensure the procurement of non-lethal military aid. Source of Aid 1 mentions that this package comes on top of an earlier commitment to the same NATO trust fund over NZD 4.21 million, which is reported in donation ID NZM2. ","4,500,000",NZD,.,.,.,.,.,.,.,.,"4,500,000","2,702,216", ,Yes ,https://www.beehive.govt.nz/release/further-aotearoa-new-zealand-support-ukraine, , , , ,1, , , , , , , , , , , , , , , ,
NZH1,New Zealand,28/2/2022,Humanitarian,Assistance,The funding will support health facilities on the ground and provide basic needs like food and hygiene items.,"2,000,000",NZD,.,.,.,.,.,.,.,.,"2,000,000","1,200,985",.,Yes,https://www.mfat.govt.nz/en/countries-and-regions/europe/ukraine/russian-invasion-of-ukraine/,https://www.rnz.co.nz/news/world/462443/new-zealand-pledges-2m-for-ukraine-aid,https://www.dw.com/en/new-zealand-announces-new-measures-to-support-ukraine/a-61127549,.,0,0,.,,,,,,,,,,,,,,,
