ID,countries,Announcement Date,Type of Aid General,Type of Aid Specific,Explanation,Monetary Value as Given by Source,Original Currency,Item,Type of item,Soviet origin (1),No. of Units,No. of Units delivered (in-kind military aid),Unit Price in USD,"Value committed (own estimate, in USD)","Value delivered (own estimate, in USD)",Total ,Converted Value in EUR,Total monetary value delivered in EUR,Official Source,Source of Aid 1,Source of Aid 2,Source of Aid 3,Source of Aid 4,Bilateral loan/grant made through IMF or WB?,Updated/newly added entry,Source for Delivery,,,,,,,,,,,,,,,
NZH2,New Zealand,28/2/2022,Humanitarian,Assistance,"The funding of NZD 2 million will support to the United Nations’ Ukraine Humanitarian Fund. The fund works with a range of UN agencies and NGOs to meet the most urgent unmet humanitarian needs through the provision of healthcare, food aid, clean water, shelter and other humanitarian assistance for millions of people inside Ukraine. Source of Aid 1 mentions NZD 8 million in humanitarian aid. Of these, we only count NZD 4 million in total (NZH1, NZH2), as NZD 2 million will be given to an NGO in New Zealand and NDZ 2 million will be given to the UN Refugee Agency, both times not directly benefitting Ukraine. ","2,000,000",NZD,.,.,.,.,., ,.,.,"2,000,000","1,200,985", ,Yes ,https://www.mfat.govt.nz/en/countries-and-regions/europe/ukraine/russian-invasion-of-ukraine/, , , ,0,1, , , , , , , , , , , , , , , ,
NOM1,Norway,28/2/2022,Military,Weapons,"2,000 M72 LAWs (portable anti-armor weapons) have been announced to be sent to Ukraine. ""Source of Aid 3"" indicates the delivery of 4,000 NLAWs in total (see also NOM2).",Not given,USD,M72 rocket launcher,3.0,0,2000,2000,2000,"4,000,000","4,000,000","4,000,000","3,787,879","3,787,879",Yes,https://www.regjeringen.no/en/aktuelt/norway-to-provide-weapons-to-ukraine/id2902587/,https://www.regjeringen.no/en/aktuelt/ukrainefund/id2909840/,https://www.regjeringen.no/en/aktuelt/air-defense-system-to-ukraine/id2908807/,.,0,0,https://www.aa.com.tr/en/russia-ukraine-war/norway-sends-roughly-100-anti-aircraft-missiles-to-ukraine/2568447,,,,,,,,,,,,,,,
NOM2,Norway,31/3/2022,Military,Weapons,"Additional 2,000 M72 LAWs (portable anti-armor weapons) have been announced to be sent to Ukraine. ""Source of Aid 3"" indicates the delivery of 4,000 NLAWs in total (also see NOM1).",Not given,USD,M72 rocket launcher,3.0,0,2000,2000,2000,"4,000,000","4,000,000","4,000,000","3,787,879","3,787,879",Yes,https://www.regjeringen.no/en/aktuelt/norway-provides-additional-weapons-to-ukraine/id2906254/,https://www.regjeringen.no/en/aktuelt/ukrainefund/id2909840/,https://www.regjeringen.no/en/aktuelt/air-defense-system-to-ukraine/id2908807/,.,0,0,https://www.aa.com.tr/en/russia-ukraine-war/norway-sends-roughly-100-anti-aircraft-missiles-to-ukraine/2568447,,,,,,,,,,,,,,,
NOM3,Norway,20/4/2022,Military,Weapons,Norway has announced 100 units of the Mistral Air Defence missiles and an unknown number of Mistral Launchers to be sent to Ukraine.,Not given,USD,Mistral Air Defence Launcher,4.0,0,undisclosed,,.,.,.,"260,000,000","246,212,121","246,212,121",Yes,https://www.regjeringen.no/en/aktuelt/air-defense-system-to-ukraine/id2908807/,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/,.,.,0,0,.,,,,,,,,,,,,,,,
,,,,,,,,Mistral Air Defence Missile,4.5,0,100,100,2600000,"260,000,000","260,000,000",,,,,,,,,,,https://techartica.com/this-is-the-first-view-of-the-mistral-antiaircraft-system-in-ukraine-it-shows-how-civilian-cars-are-used-at-war-front/,,,,,,,,,,,,,,,
NOM4,Norway,until 4/27/2022,Military,Military Equipment,"Norway has donated 1,500 bulletproof vests, 5,000 helmets, 15,000 field rations, 1,000 protective masks with filters, 2,000 sleeping bags, 10,000 sleeping mats, and clothing to Ukraine.",Not given,USD,ballistic vest,1.0,0,1500,1500,500,"750,000","750,000","8,421,500","7,974,905","7,974,905",Yes,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/,https://www.regjeringen.no/en/aktuelt/norway-to-increase-support-to-ukraine-and-provide-military-equipment/id2902406/,.,.,0,0,https://www-forsvaret-no.translate.goog/aktuelt-og-presse/aktuelt/sender-militaerutstyr-og-vapen-til-ukraina?_x_tr_sl=auto&_x_tr_tl=auto&_x_tr_hl=de,,,,,,,,,,,,,,,
,,,,,,,,helmet,1.0,0,5000,5000,1400,"7,000,000","7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,combat ration package,1.0,0,15000,15000,8,"120,000","120,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,protective mask with filter,1.0,0,1000,1000,2,"1,500","1,500",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,sleeping bag,0.0,0,2000,2000,75,"150,000","150,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,sleeping mat,0.0,0,10000,10000,40,"400,000","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Clothes,0.0,0,undisclosed,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
NOM5,Norway,until 4/27/2022,Military,Funding for Weapon Acquisition Program,Norway contributes to a weapon and ammunition procurement fund to coordinate acquisition of military equipment for Ukraine. The fund is led by the United Kingdom and coordinates the purchase and transport of defence equipment for Ukraine. The same fund is also mentioned in donation ID NZM5.,"400,000,000",NOK,.,.,.,.,.,.,.,.,"400,000,000","38,834,574",.,Yes,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/,https://www.regjeringen.no/en/aktuelt/ukrainefund/id2909840/,.,.,0,0,.,,,,,,,,,,,,,,,
NOM6,Norway,until 6/7/2022,Military,Weapons and equipment,"According to Source of Aid 1, Norway has delivered 22 M109 artillery guns as well as an undisclosed number of equipment, spare parts and ammunition for the howitzer. Since the announcement came after the package has already been delivered, we report it as having been announced and delivered until June 7. Source of Aid 4 mentions 5000 155mm Artillery shells, additionally to 5000 already donated. We report the additional 5000 155mm shells in ID NOM7. The initial 5000 155mm shells mentioned in Source of Aid 4 are reported in this donation, changing the undisclosed amount from Source of Aid 1-3 into 5000.",Not given ,USD,M109 155mm howitzer,4.0,0,22,22,7500000,"165,000,000","165,000,000","184,450,000","174,668,561","174,668,561",Yes ,https://www-regjeringen-no.translate.goog/no/aktuelt/norge-har-donert-artilleriskyts-til-ukraina/id2917760/?_x_tr_sl=auto&_x_tr_tl=auto&_x_tr_hl=de,https://www.politico.eu/article/norway-ukraine-donates-howitzers/,https://www.ukrinform.net/rubric-ato/3502204-norway-donates-22-m109-howitzers-to-ukraine.html,https://www.regjeringen.no/en/aktuelt/norge-og-storbritannia-gir-langtrekkende-rakettartilleri-til-ukraina/id2921395/  ,0,0,https://www-regjeringen-no.translate.goog/no/aktuelt/norge-har-donert-artilleriskyts-til-ukraina/id2917760/?_x_tr_sl=auto&_x_tr_tl=auto&_x_tr_hl=de,,,,,,,,,,,,,,,
,,,,,,,,equipment for M109 artillery gun,4.5,0,undisclosed,undisclosed,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,spare parts for M109 artillery gun,4.5,0,undisclosed,undisclosed,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,round of ammunition for 155mm howitzer,4.5,0,5000,5000,3890,"19,450,000","19,450,000",,,,,,,,,,,,,,,,,,,,,,,,,,
NOM7,Norway,29/6/2022,Military,Weapons and equipment,"Norway announced that they will provide 5000 155mm howitzer shells. Source of Aid 1 mentions 5000 additional 155mm howitzer shells, which are recorded in donation ID NOM6. Source of Aid 1 also mentions 3 Multiple Launch Rocket Systems (MLRS), which will be donated. However, these MLRS will be given to the United Kingdom for upgrading and to replace MLRS that the UK has sent to Ukraine. We therefore do not count these 3 MLRS for Norway, as they do not benefit the Ukraine directly. ",Not given ,USD,round of ammunition for 155mm howitzer,4.5,0,5000, ,3890,"19,450,000",.,"19,450,000","18,418,561", ,Yes ,https://www.regjeringen.no/en/aktuelt/norge-og-storbritannia-gir-langtrekkende-rakettartilleri-til-ukraina/id2921395/, , , ,0,1, , , , , , , , , , , , , , , ,
NOH1,Norway,until 4/27/2022,Humanitarian,Aid through the EU Civil Protection Mechanism,"Following ""Source of Aid 1"", Norway has provided 265 million NOK in aid through the EU Civil Protection Mechanism to Ukraine. Note that ""Source of Aid 1"" also lists another package of 100 million NOK (NOH2) and the budget support reported in NOF1.","265,000,000",NOK,.,.,.,.,.,.,.,.,"265,000,000","25,727,906",.,Yes,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/ ,https://twitter.com/norwayeu/with_replies,.,.,0,0,.,,,,,,,,,,,,,,,
NOH2,Norway,until 4/27/2022,Humanitarian,Aid through the EU Civil Protection Mechanism,"Following ""Source of Aid 1"", Norway has provided additional NOK 100 million in medical supplies and material assistance to Ukraine through the EU Civil Protection Mechanism. The information what material assistance includes, is undisclosed.","100,000,000",NOK,.,.,.,.,.,.,.,.,"100,000,000","9,708,644",.,Yes,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/,.,.,.,0,0,.,,,,,,,,,,,,,,,
NOH3,Norway,13/6/2022,Humanitarian,Assistance,"Norway offered to treat 550 wounded Ukrainian soldiers in Norway. Source of Aid 1 mentions the arrival of the first ones in Norway. This aid falls under the framework of the EU Civil protection mechanism. Since there is no monetary value of the donation given by the donor and this type of aid is difficult to quantify, we will leave the monetary value cells empty. ",Not given ,NOK,.,.,., , , ,.,.,.,.,.,Yes ,https://www.regjeringen.no/en/aktuelt/first-wounded-soldiers-from-ukraine-arrive/id2918391/,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/, , ,0,1, , , , , , , , , , , , , , , ,
NOF1,Norway,until 5/11/2022,Financial,Grant,"The money will be transfered to Ukraine through the Emergency Aid package by the World Bank and is intended to support key government services and pay sallaries in the public sector. Source of Aid 1, 2 state the commitment of initial NOK 200 million, while Source of Aid 3 states an additional commitment of NOK 100 million to the same cause, also via the World Bank Fund.","300,000,000",NOK,.,.,.,.,.,.,.,.,"300,000,000","29,125,931",.,Yes,https://www.regjeringen.no/en/topics/foreign-affairs/humanitarian-efforts/neighbour_support/id2908141/,https://norwaytoday.info/news/norway-is-giving-200-million-kroner-to-ukrainian-teachers-and-government-employees/,https://www.regjeringen.no/en/aktuelt/additional-nok-100-million/id2911879/,.,1,0,.,,,,,,,,,,,,,,,
NOF2,Norway,12/5/2022,Financial,Grant,Norway decided to allocate NOK 50 million in funding to the European Bank for Reconstruction and Development (EBRD) to help ensure that essential agricultural inputs reach farmers in time.,"50,000,000",NOK,.,.,.,.,.,.,.,.,"50,000,000","4,854,322",.,Yes ,https://www.regjeringen.no/en/aktuelt/norwegian-support-for-farmers/id2911804/,https://wataha.no/en/2022/05/07/Norwegian-support-for-farmers-in-Ukraine/,.,.,0,0,.,,,,,,,,,,,,,,,
PLH1,Poland,2/4/2022,Humanitarian,Equipment,"120 wagons with 1,500 tons of food. We do not count the aid given to refugees displaced in Poland or in neighbouring countries.",Not given,USD,ton of food,0.0,0,1500,.,2000,"3,000,000",.,"3,000,000","2,840,909",.,Yes,https://twitter.com/PremierRP_en/status/1510971075936542726,https://tvn24.pl/polska/ukraina-pomoc-humanitarna-z-polski-dotarla-na-ukraine-5660490,https://polskatimes.pl/polska-przekazala-ukraincom-pomoc-humanitarna-o-wartosci-300-milionow-zlotych/ar/c1-16217063,.,0,0,.,,,,,,,,,,,,,,,
PLH2,Poland,5/5/2022,Humanitarian,Equipment,"Food and medical equipment (02:06:00 of ""Source of Aid 1"") pledged during the International Donors' Conference on May 5, 2022.","100,000,000",EUR,.,.,.,.,.,.,.,.,"100,000,000","100,000,000",.,Yes ,https://www.youtube.com/watch?v=vzENx6dTpqY,.,.,.,0,0,.,,,,,,,,,,,,,,,
PLM1,Poland,17/2/2022,Military,Weapons and equipment,"37 trucks with humanitarian aid, weapons and military equipment. No further information has been disclosed, hence, we cannot further quantify this package.",Not given ,.,.,.,.,., ,.,.,.,.,.,.,Yes ,https://twitter.com/michaldworczyk/status/1494357415915048962?s=21&t=L7Uw2JWRBlkceKl-kFEvSQ,.,.,.,0,0,., , , , , , , , , , , , , , ,
PLM2,Poland,until 6/27/2022,Military,Weapons and equipment,"On June 27 (see ""Source of Aid 4""), Michał Dworczyk, the head of the Chancellery of the Prime Minister, said in a interview by Radio Plus that Poland has sent a total amount of 1,8 billion EUR in military aid to Ukraine. ","1,800,000,000",EUR,Piorun man-portable air-defense system,3.0,0,undisclosed,undisclosed,155476,.,.,"1,800,000,000","1,800,000,000","1,800,000,000",No,"https://www.wsj.com/livecoverage/russia-ukraine-latest-news-2022-04-29/card/poland-has-sent-more-than-200-tanks-to-ukraine-Krwar3DCPzHJJk4UMVh4#:~:text=Poland%20has%20sent%20at%20least,escalating%20fight%20for%20its%20east ",https://www.rp.pl/biznes/art35754421-polska-bron-dla-ukrainy-pierwsze-transporty-dotarly-kolejne-w-drodze,https://cxtvnews.com/military/2022/02/26/polish-military-aid-equipment-has-arrived-in-ukraine/,https://300gospodarka.pl/news/dworczyk-wartosc-polskiej-pomocy-militarnej-dla-ukrainy-to-juz-18-mld-euro,0,1,https://rmx.news/poland/polish-army-to-order-additional-piorun-anti-air-missiles-after-the-weapon-outperforms-on-ukrainian-battlefield/, , , , , , , , , , , , , , ,
,,,,,,,,light anti-tank weapon,3.0,0,undisclosed,undisclosed,35000,.,.,,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,60 mm LMP-2017 mortar,2.0,0,100,100,11000,"1,100,000","1,100,000",,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,FlyEye drone,5.0,0,undisclosed,undisclosed,150,.,.,,,,,,,,,,,https://radar.rp.pl/przemysl-obronny/art35751811-pioruny-drony-i-amunicja-polskie-uzbrojenie-w-drodze-na-ukraine, , , , , , , , , , , , , , ,
,,,,,,,,"5 56 mm, 23 mm firearms for the ZU-23-2 cannon",2.5,1,30000,30000,.,.,.,,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,"152 mm, 125 mm and 122 mm artillery ammunition",4.5,0,1170,1170,2000,.,.,,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,Javelin anti-tank missile,3.0,0,undisclosed,undisclosed,80000,.,.,,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,helmet,1.0,0,42000,42000,1400,"58,800,000","58,800,000",,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,round of ammunition for 60 mm LMP 2017 mortar,2.5,0,1500,1500,329,"493,500","493,500",,,,,,,,,,,https://kyivindependent.com/uncategorized/poland-has-provided-ukraine-with-weapons-worth-1-6-billion/, , , , , , , , , , , , , , ,
,,,,,,,,T72 tank,4.0,1,240,240,500000,"120,000,000","120,000,000",,,,,,,,,,,https://www.wsj.com/livecoverage/russia-ukraine-latest-news-2022-04-29/card/poland-has-sent-more-than-200-tanks-to-ukraine-Krwar3DCPzHJJk4UMVh4, , , , , , , , , , , , , , ,
,,,,,,,,Warmate drone,5.0,0,undisclosed,undisclosed,12000,.,.,,,,,"https://mezha.media/en/2022/04/25/the-warmate-uav-a-polish-alternative-to-the-switchblades-kamikaze-drone-already-in-ukraine/#:~:text=%23Ukraine%3A%20Ukrainian%20forces%20started%20to,the%20front%20of%20the%20drone &text=Warmate%20barrage%20ammunition%20was%20created,of%20Poland%20since%20autumn%202017 ",.,.,.,,,https://radar.rp.pl/przemysl-obronny/art35751811-pioruny-drony-i-amunicja-polskie-uzbrojenie-w-drodze-na-ukraine, , , , , , , , , , , , , , ,
,,,,,,,, AHS Krab self-propelled howitzer,4.0,0,18,18,11458333,"206,250,000",.,,,,,https://mil.in.ua/en/news/poland-will-hand-over-the-155-mm-krab-ahs-self-propelled-howitzers-to-ukraine/,.,.,.,,,https://www.armyrecognition.com/defense_news_may_2022_global_security_army_industry/poland_delivers_to_ukraine_18_krab_155mm_self-propelled_howitzers.html, , , , , , , , , , , , , , ,
PLF1,Poland,24/2/2022,Financial,Swap-line,"The Polish central bank extended a currency swap line of 1 billion USD to the Ukrainian Central Bank, allowing it to draw dollar funds. This is akin to a standing credit line, i.e. a loan (see corresponsing paper for further explanations). Originally, the swap line was denominated in Zloty (4 billion Polish Zloty, which according to the euronews article in ""Source of Aid 3"" is equal to 1 billion USD).","1,000,000,000",USD,.,.,.,.,.,.,.,.,"1,000,000,000","946,969,697",.,Yes,https://www.nbp.pl/homen.aspx?f=/en/aktualnosci/2022/24.02-2.html,https://www.centralbanking.com/central-banks/financial-stability/7933406/poland-offers-ukraine-swap-line-as-nbu-suspends-forex-transactions ,https://www.euronews.com/next/2022/03/21/ukraine-crisis-poland-cenbank ,.,0,0,.,,,,,,,,,,,,,,,
PLF2,Poland,3/3/2022,Financial,Grant,30 million PLN donated by the BGK Polish Development Bank.,"30,000,000",PLN,.,.,.,.,.,.,.,.,"30,000,000","6,451,474",.,Yes,https://www.bgk.pl/aktualnosc/bgk-polish-development-bank-has-donated-pln-30-million-to-help-ukraine/,.,.,.,0,0,.,,,,,,,,,,,,,,,
PTH1,Portugal,4/3/2022,Humanitarian,Equipment,"Portugal has sent a medical aid package, comprising 204,000 units of medicines, including antibiotics, pain medicines, hydration serums, syringes and needles, among other products. This aid package belongs to the EU Civil Protection Mechanism.","100,000",EUR,.,.,.,.,.,.,.,.,"100,000","100,000",.,No,https://www.sulinformacao.pt/en/2022/03/ucrania-portugal-envia-medicamentos-material-medico-e-equipamento-de-emergencia-humanitaria/,https://www.theportugalnews.com/news/2022-03-04/portugal-sends-ukraine-100000-of-medical-supplies/65610,,,0,0,.,,,,,,,,,,,,,,,
